STR_NO,STR_NA,TDATE,JTYPE,STIME,TTIME,GOO_NO,PRDTNAME,PRDTSPEC,BARCODE,PRDTDEPT,PRDTDEPTNAME,VIQTY,VIAMT,VIAJQTY,VIAJAMT,VRQTY,VRAMT,VRAJQTY,VRAJAMT,WIQTY,WIAMT,WIAJQTY,WIAJAMT,WRQTY,WRAMT,WRAJQTY,WRAJAMT,TNFIQTY,TNFIAMT,TNFOQTY,TNFOAMT,SKIQTY,SKIAMT,SKOQTY,SKOAMT,SQTY,SAMT,RQTY,RAMT,SOQTY,SOAMT,SIQTY,SIAMT,FUQTY,FUAMT,DEQTY,DEAMT
1,平鎮店,19-SEP-22,2,0000,0000,277222,台灣扁蒲 500g+-5%/條,500g/條,,11,蔬菜課,15,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,390,0,0,8,390,0,0,0,0,0,0
13,中壢店,19-SEP-22,2,0000,0000,104211,義美無糖黑芝麻豆奶2000ml,2000ml,4710126206052,15,冷藏課,30,1587.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,280.95,0,0,5,280.95,0,0,0,0,0,0
96,雙十店,19-SEP-22,2,0000,0000,229974,清邁山高山蜂蜜700公克,,4719852224866,26,沖調課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,226.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,忠孝店,19-SEP-22,2,0000,0000,648411,統一木瓜牛乳  478ml*3/組,478ml*3盒/組,4710088434432,15,冷藏課,10,755.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,160,0,0,2,160,0,0,0,0,0,0
14,斗南店,19-SEP-22,2,0000,0000,450348,光泉無加糖濃豆漿375ml/瓶,TR375ml/瓶,4710105037103,15,冷藏課,4,104.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,雙十店,19-SEP-22,2,0000,0000,673632,*掬水軒迷你口糧棒70g/包,70g/包,4716609071162,23,糖果餅乾課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37.75,0,0,0,0,0,0,2,19.04,0,0,2,19.04,0,0,0,0,0,0
96,雙十店,19-SEP-22,2,0000,0000,648618,統一純喫茶-烏龍青茶  650ml/盒,650ml/盒,4710088641274,15,冷藏課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,湳雅店,19-SEP-22,2,0000,0000,117007,永昇冷凍毛豆仁,500g/包,4713141500259,16,冷凍課,48,2784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,609.52,0,0,8,609.52,0,0,0,0,0,0
33,八德店,19-SEP-22,2,0000,0000,137643,冷藏肉-去皮豬五花肉3mm(嘉)公斤,公斤,4712523162122,14,肉品課,57,13338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,八德店,19-SEP-22,2,0000,0000,573729,義美古早傳統豆奶-原味 2000ml/瓶,2000ml/瓶,4710126194397,15,冷藏課,36,1905.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,854.26,0,0,15,854.26,0,0,0,0,0,0
12,忠孝店,19-SEP-22,2,0000,0000,127439,CHIQ43型Google認證4K聯網液晶,CQ-43ADF94(#127491),47112295922884,41,電視及音響,0,0,0,0,0,0,0,0,1,11387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-10667,0,0,-1,-10667,1,10667,0,0,0,0
12,忠孝店,19-SEP-22,2,0000,0000,380235,光泉草莓綜合酪乳PE900ml/瓶,PE900ml/瓶,4710105010571,15,冷藏課,6,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,205.71,0,0,3,205.71,0,0,0,0,0,0
1,平鎮店,19-SEP-22,2,0000,0000,885560,盆栽 33元,盆,,11,蔬菜課,48,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,264,0,0,8,264,0,0,0,0,-1,-30
6,員林店,19-SEP-22,2,0000,0000,343983,中興花東米12kg/包,12kg/包 CNS三等米,4711045229573,20,米,麵,南北貨課,30,15960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,978,0,0,2,978,0,0,0,0,0,0
16,南湖店,19-SEP-22,2,0000,0000,194832,味全超優質全脂鮮乳 3685ml/瓶,3685ml/瓶,4710063336249,15,冷藏課,12,3612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1535,0,0,5,1535,0,0,0,0,0,0
16,南湖店,19-SEP-22,2,0000,0000,270248,味全林鳳營全脂鮮乳 1857ml/瓶,1857ml/瓶,4710063312168,15,冷藏課,18,3061.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1947,0,0,11,1947,0,0,0,0,0,0
12,忠孝店,19-SEP-22,2,0000,0000,401310,統一陽光黃金豆豆漿  1858ml/瓶,,4710088432506,15,冷藏課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,994.32,0,0,18,994.32,0,0,0,0,0,0
12,忠孝店,19-SEP-22,2,0000,0000,514631,Dr.Milker極鮮乳脂肪無調整250ml/瓶,250ml/瓶,4710088824059,15,冷藏課,25,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,222,0,0,6,222,0,0,0,0,0,0
18,鮮食集,19-SEP-22,2,0000,0000,674179,義美牛奶法蘭酥,132g/盒,4710126024946,23,糖果餅乾課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,台東店,19-SEP-22,2,0000,0000,673224,白帥帥超效能抗菌洗衣精(補)1650g,1650g,4710186263095,69,家庭清潔洗劑課,24,1257.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,261.9,0,0,5,261.9,0,0,0,0,0,0
16,南湖店,19-SEP-22,2,0000,0000,347711,味好美白胡椒粉 30g/瓶,30g/瓶,6901844306218,25,食用油&罐頭醬料課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.86,0,0,1,42.86,0,0,0,0,0,0
32,佳里店,19-SEP-22,2,0000,0000,918930,直採美國冷藏牛肋條/公斤,21kg,,14,肉品課,0,0,0,0,0,0,0,0,20.72,9565.8024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,台東店,19-SEP-22,2,0000,0000,999267,日清合味道咖哩海鮮味杯麵,71g/杯,4897878230037,66,進口食品課,12,401.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,忠孝店,19-SEP-22,2,0000,0000,816522,光泉無加糖濃黑豆漿-936ml/瓶,936ml/瓶,4710105011028,15,冷藏課,16,709.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,262.86,0,0,6,262.86,0,0,0,0,0,0
31,景平店,19-SEP-22,2,0000,0000,949960,統一瑞穗低脂鮮乳 1858ml/瓶,1858ml/瓶,4710088434692,15,冷藏課,9,1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1526,0,0,9,1526,0,0,0,0,0,0
32,佳里店,19-SEP-22,2,0000,0000,949137,統一純喫茶-無糖綠茶 650ml/盒,650ml,4710088641212,15,冷藏課,20,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,228.55,0,0,11,228.55,0,0,0,0,0,0
39,頭份店,19-SEP-22,2,0000,0000,488022,橘子工坊溫和除菌碗盤洗滌液650ml,650ML,4712318597160,69,家庭清潔洗劑課,12,2149.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,中和店,19-SEP-22,2,0000,0000,967389,大醇豆原味豆漿 1857ml /瓶,1857ml,4710063336942,15,冷藏課,0,0,0,0,-7,-373.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,112.38,0,0,2,112.38,0,0,0,0,0,0
2,湳雅店,19-SEP-22,2,0000,0000,161589,冷藏肉-土雞腳 公斤,,,14,肉品課,3,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.416,563,0,0,3.416,563,0,0,0,0,0,0
16,南湖店,19-SEP-22,2,0000,0000,816522,光泉無加糖濃黑豆漿-936ml/瓶,936ml/瓶,4710105011028,15,冷藏課,16,709.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,219.05,0,0,5,219.05,0,0,0,0,0,0
1,平鎮店,19-SEP-22,2,0000,0000,352187,台灣子彈蓮霧-600克+-5%/盒,600克/盒,4712487619083,12,水果課,30,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,714,0,0,6,714,0,0,0,0,0,0
18,鮮食集,19-SEP-22,2,0000,0000,916764,綜合壽司,,,13,水產課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,488,0,0,0,0,0,0,4,377.16,0,0,4,377.16,0,0,0,0,0,0
32,佳里店,19-SEP-22,2,0000,0000,195884,統一AB優酪乳-原味  517ml/瓶,517ml/瓶,4710088433039,15,冷藏課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,171.44,0,0,4,171.44,0,0,0,0,0,0
10,土城店,19-SEP-22,2,0000,0000,242916,樂事波樂香烤肋排洋芋片 97g,97g/包,4710543328078,23,糖果餅乾課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-28.06,0,0,0,0,5,161.9,0,0,5,161.9,0,0,0,0,0,0
16,南湖店,19-SEP-22,2,0000,0000,383076,波的多蚵仔煎洋芋片78g,78g/包,4710176021759,23,糖果餅乾課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-26.67,0,0,0,0,1,27.62,0,0,1,27.62,0,0,0,0,0,0
37,鳳山店,19-SEP-22,2,0000,0000,791298,木崗高品質雞蛋-冷藏白殼蛋10入L/盒,600g,4710063023941,15,冷藏課,16,1538.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,649,0,0,6,649,0,0,0,0,0,0
34,中崙店,19-SEP-22,2,0000,0000,532697,光泉木瓜牛乳936ml/瓶,TR936ml/瓶,4710105010427,15,冷藏課,1,65.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,忠孝店,19-SEP-22,2,0000,0000,763656,奇美冷凍牛奶饅頭(8入),65g*8入,4711926776219,16,冷凍課,28,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,285.72,0,0,6,285.72,0,0,0,0,0,0
32,佳里店,19-SEP-22,2,0000,0000,431217,*優意思頂級牛奶優格177g/瓶,177g,4710784964691,15,冷藏課,4,114.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,中崙店,19-SEP-22,2,0000,0000,792376,每日C 100%葡萄汁綜合果汁310ml/瓶,310ml/瓶(PET瓶),4710063414985,15,冷藏課,20,533.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,碧潭店,19-SEP-22,2,0000,0000,678847,桂冠 蝦仁炒飯 275g/盒,275g/盒,4710011421324,16,冷凍課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1009.53,0,0,20,1009.53,0,0,0,0,0,0
2,湳雅店,19-SEP-22,2,0000,0000,107832,卡打車運動飲料-原味 700ml/瓶,700ml/瓶,4710784962055,15,冷藏課,24,545.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,68.58,0,0,3,68.58,0,0,0,0,0,0
96,雙十店,19-SEP-22,2,0000,0000,600248,超霸奶酥菠蘿,210g±9%/個,,18,烘焙課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.05,0,0,0,0,0,0,2,68.57,0,0,2,68.57,0,0,0,0,0,0
17,台東店,19-SEP-22,2,0000,0000,793569,光泉OAT燕麥奶936ml/瓶,936ml/瓶,4710105011431,15,冷藏課,3,214.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68.57,0,0,1,68.57,0,0,0,0,0,0
30,碧潭店,19-SEP-22,2,0000,0000,891444,惠而浦533公升定頻美製冰箱,8WRT19FZDW(廠配),,42,大家電,1,25714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,台東店,19-SEP-22,2,0000,0000,758912,舒跑運動飲料 1500ml/瓶,1500ml/瓶,4710421090011,21,飲料課,120,3619.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,754.3,0,0,24,754.3,0,0,0,0,0,0
34,中崙店,19-SEP-22,2,0000,0000,728819,美國蘿美心400g+-5%/袋,400g+-5%/袋,4717060215607,11,蔬菜課,6,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,895,0,0,5,895,0,0,0,0,0,0
