"217778","11","10698","312","3","OPS$FB01","山東白蘿蔔-700g+-5%/條","","700g+-5%/條","25","0","1","1","條","1","1","32.0","0","1","0","8","37","0","2","N","1","N","N","N","3","N","Y","Y","","0","","","","","山東白蘿蔔-700g+-5%/條","Y","N","","2006-11-23 00:00:00","2022-10-11 00:00:00","ahki01","7.0","100g","","","1","2006-11-23 00:00:00","N","","","","","","","","","","","","10698","0"
"218205","11","10698","311","2","OPS$FB01","台灣山藥/公斤","","kg","1","1","1","1","Kg","1","1","135.0","0","1","0","8","145","0","2","N","1","N","N","N","4","N","Y","Y","","0","","","","","台灣山藥/公斤","Y","N","","2006-11-23 00:00:00","2022-10-11 00:00:00","ahki01","10.0","100g","","","1","2006-11-23 00:00:00","N","","","","","","","","","","","","10698","0"
"218244","11","10944","311","2","OPS$FB01","台灣山藥/公斤","","kg","1","1","1","1","Kg","1","1","135.0","0","1","0","8","145","0","2","N","1","N","N","N","4","N","Y","Y","","0","","","","","台灣山藥/公斤","Y","N","","2006-11-23 00:00:00","2022-10-11 00:00:00","ahki01","10.0","100g","","","1","2006-11-23 00:00:00","N","","","","","","","","","","","","10944","0"
"195019","21","3105","53","11","OPS$FB06","福樂巧克力牛乳 200mlx24包/箱","","(F.D)aseptic chocolate milk","1","0","5","24","包","24","1","227.81","1","1","0","0","269","1","1","N","1","N","N","N","0","Y","Y","Y","","180","120","","","112","","N","N","-","1996-12-23 00:00:00","2022-10-11 00:00:00","ahki02","48.0","100ml","","","","1996-12-23 00:00:00","N","2464","","","","","","","","","","","3105","0"
"129855","18","1884","345","17","OPS$FB09","虎皮蛋糕","","550g+-9%/盒","1","0","8","1","盒","1","1","75.0","1","2","0","8","119","1","1","N","1","N","N","N","3","Y","Y","Y","","1","1","","","2","虎皮蛋糕","Y","N","","1998-10-22 00:00:00","2022-10-11 00:00:00","ahki01","550.0","1g","","","","1998-10-22 00:00:00","N","","","","","","","","","","","","1884","0"
"781297","18","1873","47","7","OPS$FB09","甲霸大熱狗(原味)1800g/包","","(-)","1","0","8","1","包","1","12","154.0","1","1","1","8","188","1","1","N","1","N","N","N","0","N","Y","Y","","365","243","","","15","","N","N","","1997-12-04 00:00:00","2022-10-11 00:00:00","ahki01","","","","","3","1997-12-04 00:00:00","N","","","","","","","","","","","","1873","0"
"398376","12","9012","9","5","OPS$FB10","台灣酪梨(約300克+-5%)/公斤","","300克/粒","1","1","1","1","Kg","1","1","110.0","0","1","0","8","135","0","2","N","1","N","N","N","4","N","Y","Y","","0","","","","100","台灣酪梨-公斤-300g/粒","Y","N","","1997-12-12 00:00:00","2022-10-11 00:00:00","Fresh_quote","10.0","100g","","","1","1997-12-12 00:00:00","N","","","","","","","","","","","","9012","0"
"399366","12","9012","303","1","OPS$FB10","台灣聖女小蕃茄(約600克+-5%)/盒","","600克/盒","1","0","1","1","盒","1","1","110.0","0","1","0","8","159","0","2","N","1","N","N","N","3","N","Y","Y","","0","","","","50","聖女小蕃茄-600g/盒","Y","N","","1997-12-14 00:00:00","2022-10-11 00:00:00","Fresh_quote","6.0","100g","","","1","1997-12-14 00:00:00","N","","","","","","","","","","","","9012","0"
"468270","21","3105","53","2","OPS$FB06","福樂高鈣低脂牛乳 200mlx24包/箱","F.D low fat hi-calcium milk","","1","0","5","24","包","24","1","227.81","1","1","0","0","269","1","1","N","1","N","N","N","0","Y","Y","Y","","180","120","","","111","","N","N","","1998-06-04 00:00:00","2022-10-11 00:00:00","ahki02","48.0","100ml","","","","1998-06-04 00:00:00","N","2458","","","","","","","","","","","3105","0"
"468292","21","3105","53","10","OPS$FB06","福樂蘋果牛乳 200mlx24包/箱","(F.D)aseptic apple milk","200mlx24包/箱","1","0","5","24","包","24","1","227.81","1","1","0","0","269","1","1","N","1","N","N","N","0","Y","Y","Y","","180","120","","","113","","N","N","","1998-06-04 00:00:00","2022-10-11 00:00:00","ahki02","48.0","100ml","","","","1998-06-04 00:00:00","N","2466","","","","","","","","","","","3105","0"
