"10296","11","10944","320","8","OPS$FB01","台灣油麥菜250g+-10%/束","","250g/束","1","0","1","1","束","1","1","24.0","0","1","0","8","27","0","2","N","1","N","N","N","3","N","Y","Y","","","","","","","台灣油麥菜250g+-10%/束","Y","N","","2008-04-22 00:00:00","2022-10-13 00:00:00","ahki01","2.5","100g","","","1","2008-04-22 00:00:00","N","","","","","","","","","","","","10944","0"
"392909","69","712","656","8","OPS$NB33","優品馬桶自動清潔劑 255g*2瓶","","","2","0","1","2","瓶","2","6","91.5","1","1","0","1","115","1","1","N","1","N","N","N","0","Y","Y","Y","","1825","912","","","10","","N","Y","","1997-11-22 00:00:00","2022-10-13 00:00:00","ahki02","2.0","瓶","","","","1997-11-22 00:00:00","N","178","","","","","","","","","","","4342","0"
"403909","17","10944","47","3","OPS$FB08","紅辣椒 公斤","","","1","1","1","1","Kg","1","1","240.0","0","1","0","8","240","0","1","N","1","N","N","N","1","N","Y","N","","0","","","","","","N","N","","1997-12-20 00:00:00","2022-10-13 00:00:00","Fresh_quote","","","","","1","1997-12-20 00:00:00","N","","","","","","","","","","","","10944","0"
"244057","11","10698","314","3","OPS$FB01","台灣青蔥200g+-5%/袋","","200g+-5%/袋","1","0","1","1","袋","1","1","48.0","0","1","0","8","55","0","2","N","1","N","N","N","3","N","Y","Y","","0","","","","","台灣青蔥200g+-5%/袋","Y","N","","2006-11-23 00:00:00","2022-10-13 00:00:00","ahki01","2.0","100g","","","1","2006-11-23 00:00:00","N","","","","","","","","","","","","10698","0"
"244079","11","10944","314","3","OPS$FB01","台灣青蔥200g+-5%/袋","","200g+-5%/袋","1","0","1","1","袋","1","1","48.0","0","1","0","8","55","0","2","N","1","N","N","N","3","N","Y","Y","","0","","","","","台灣青蔥200g+-5%/袋","Y","N","","2006-11-23 00:00:00","2022-10-13 00:00:00","ahki01","2.0","100g","","","1","2006-11-23 00:00:00","N","","","","","","","","","","","","10944","0"
"895609","27","712","653","6","OPS$NB02","蘇菲超薄護墊加長型17.5cm無香","","28片*2包/組","10","0","1","2","包","2","18","61.42","1","1","0","1","69","1","1","N","1","N","N","N","0","Y","Y","Y","","1095","547","","","20","","N","Y","KVI","1999-05-25 00:00:00","2022-10-13 00:00:00","ahki02","56.0","片","","24","","1999-05-25 00:00:00","N","550","","","","","","","","1","","","11017","1"
"895620","27","712","653","7","OPS$NB02","蘇菲超薄護墊加長型天然花香17.5cm","","28片*2包/組","10","0","1","2","包","2","18","61.42","1","0","0","1","69","1","1","N","1","N","N","N","0","Y","Y","Y","","1095","547","","","25","","N","Y","KVI","1999-05-25 00:00:00","2022-10-13 00:00:00","ahki02","56.0","片","","24","","1999-05-25 00:00:00","N","550","","","","","","","","","","","11017","1"
"984386","20","712","721","2","OPS$FB16","*五木肉燥拉麵 4入/包","","4入/包","1","0","1","1","包","1","12","49.99","1","1","0","1","63","1","1","N","1","N","N","N","0","Y","Y","Y","","300","200","","","20","","N","Y","KVI","2004-03-10 00:00:00","2022-10-13 00:00:00","ahki02","3.21","100G","","24","","2004-03-10 00:00:00","N","1428","Y","","","","","","","1","","","1667","1"
"77385","18","10944","47","5","OPS$FB09","大蕃茄 1kg","","","1","0","1","1","Kg","1","1","135.0","0","1","0","8","135","0","1","N","1","N","N","N","0","N","Y","Y","","0","","","","91","","N","N","","2002-02-04 00:00:00","2022-10-13 00:00:00","Fresh_quote","","","","","1","2002-02-04 00:00:00","N","","","","","","","","","","","","10944","0"
"732888","15","8761","23","1","OPS$FB04","總統牌較低脂切片乾酪200g/包","PRESIDENT Presilege Slices Cheese","200g","16","0","5","1","包","1","1","80.0","1","1","0","8","120","1","1","N","1","N","N","N","0","Y","Y","Y","","365","182","","","","","N","N","9/21到","2005-11-03 00:00:00","2022-10-13 00:00:00","ahki02","2.0","100g","","","2","2005-11-03 00:00:00","N","2826","","","","","","","","","","","8761","1"
"732901","15","8761","23","1","OPS$FB04","總統牌艾曼塔切片乳酪 200g/包","PRESIDENT Emmental Slices Cheese","200g","16","0","5","1","包","1","1","80.0","1","1","0","8","120","1","1","N","1","N","N","N","0","Y","Y","Y","","365","182","","","","","N","N","9/21到","2005-11-03 00:00:00","2022-10-13 00:00:00","ahki02","2.0","100g","","","2","2005-11-03 00:00:00","N","2826","","","","","","","","","","","8761","1"
"732914","15","8761","23","1","OPS$FB04","總統牌三明治切片乳酪 200g/包","PRESIDENT Cheddar Slices Cheese","200g","16","0","5","1","包","1","1","80.0","1","1","0","8","120","1","1","N","1","N","N","N","0","Y","Y","Y","","365","182","","","","","N","N","8/19","2005-11-03 00:00:00","2022-10-13 00:00:00","ahki02","2.0","100g","","","2","2005-11-03 00:00:00","N","2826","","","","","","","","","","","8761","1"
"732953","15","8761","23","1","OPS$FB04","總統牌漢堡切片乳酪 200g/包","PRESIDENT Hambutger Slices Cheese","200g","16","0","5","1","包","1","1","80.0","1","1","0","8","120","1","1","N","1","N","N","N","0","Y","Y","Y","","365","182","","","","","N","N","5/20","2005-11-03 00:00:00","2022-10-13 00:00:00","ahki02","2.0","100g","","","2","2005-11-03 00:00:00","N","2826","","","","","","","","","","","8761","1"
"692076","17","10944","46","120","OPS$FB08","小黃瓜圓片 1kg/袋","","","1","0","1","1","袋","1","1","180.0","0","1","0","8","180","0","1","N","1","N","N","N","1","N","Y","N","","5","2","","","","","N","N","","2006-07-25 00:00:00","2022-10-13 00:00:00","Fresh_quote","","","","","2","2006-07-25 00:00:00","N","","","","","","","","","","","","10944","0"
"424814","18","10944","47","5","OPS$FB09","牛蕃茄 1kg","","","1","0","1","1","Kg","1","1","135.0","0","1","0","8","135","0","1","N","1","N","N","N","0","N","Y","Y","","0","","","","91","","N","N","","2002-11-15 00:00:00","2022-10-13 00:00:00","Fresh_quote","","","","","1","2002-11-15 00:00:00","N","","","","","","","","","","","","10944","0"
"208351","11","10005","324","6","OPS$FB01","台灣木耳300g+-5%/盒","","300g+-5%/盒","1","0","1","1","盒","1","1","55.0","0","1","0","8","65","0","2","N","1","N","N","N","3","N","Y","Y","","0","","","","","台灣木耳300g+-5%/盒","Y","N","","2006-11-23 00:00:00","2022-10-13 00:00:00","Fresh_quote","3.0","100g","","","1","2006-11-23 00:00:00","N","","","","","","","","","","","","10005","0"
"210522","11","10005","324","1","OPS$FB01","台灣金針菇200g+-5%/包","","200g+-5%/包","1","0","1","1","包","1","1","11.0","0","1","0","8","13","0","2","N","1","N","N","N","3","N","Y","Y","","0","","","","","台灣金針菇200g+-5%/包","Y","N","","2006-11-23 00:00:00","2022-10-13 00:00:00","Fresh_quote","2.0","100g","","","1","2006-11-23 00:00:00","N","","","","","","","","","","","","10005","0"
"790395","41","752","855","1","OPS$NB01","禾聯YF視訊盒ML6-F01","","ML6-F01","25","0","1","1","台","1","1","190.0","1","1","0","3","200","1","1","Y","1","N","N","N","0","Y","Y","Y","","","","","","","","N","Y","","2022-09-20 00:00:00","2022-10-13 00:00:00","ahki04","1.0","台","","","","2022-09-20 00:00:00","N","","","","","","","","","","","","10312","0"
"57785","11","4763","324","6","OPS$FB01","台灣木耳300g+-5%/盒","","300+-5%g/盒","1","0","1","1","盒","1","1","55.0","0","1","0","8","65","0","2","N","1","N","N","N","3","N","Y","Y","","0","","","","","台灣木耳300g+-5%/盒","Y","N","","2004-05-04 00:00:00","2022-10-13 00:00:00","Fresh_quote","3.0","100g","","","1","2004-05-04 00:00:00","N","","","","","","","","","","","","4763","0"
"58045","11","4763","324","1","OPS$FB01","台灣金針菇200g+-5%/包","","200g+-5%/包","1","0","1","1","包","1","1","11.5","0","1","0","8","13","0","2","N","1","N","N","N","3","N","Y","Y","","0","","","","","台灣金針菇200g+-5%/包","Y","N","","2004-05-04 00:00:00","2022-10-13 00:00:00","Fresh_quote","2.0","100g","","","1","2004-05-04 00:00:00","N","","","","","","","","","1","","","4763","0"
"324621","69","712","656","14","OPS$NB33","優品輕鬆打傢俱噴腊 450ml/瓶","SUPER LIQUID FURNITURE POLISH","檸檬芳香/茉莉芳香","1","0","1","1","瓶","1","12","74.5","1","1","0","1","95","1","1","N","1","N","N","N","0","Y","Y","Y","","1825","912","","","","","N","Y","","2004-09-03 00:00:00","2022-10-13 00:00:00","ahki02","4.5","100ml","","","","2004-09-03 00:00:00","N","171","","","","","","","","","","","4342","0"
"975656","15","8761","23","6","OPS$FB04","總統牌動物性鮮奶油 1L/盒","President Uht Cream","1L/盒","16","0","5","1","罐","1","1","210.0","1","1","0","8","280","1","1","N","1","N","N","N","0","Y","Y","Y","","270","135","","","","","N","N","9/21到","2005-02-02 00:00:00","2022-10-13 00:00:00","ahki02","10.0","100ml","","","2","2005-02-02 00:00:00","N","2520","","","","","","","","","","","8761","1"
"980419","15","8761","23","5","OPS$FB04","總統牌無鹽拇指奶油條 100g/條","President Unsalted Finger Butter","100g","16","0","5","1","條","1","1","45.0","1","1","0","8","80","1","1","N","1","N","N","N","0","Y","Y","Y","","365","182","","","","","N","N","9/21到","2005-02-02 00:00:00","2022-10-13 00:00:00","ahki02","1.0","100g","","","2","2005-02-02 00:00:00","N","817","","","","","","","","","","","8761","1"
"320903","17","10944","47","3","OPS$FB08","青江菜段 1kg/袋","","","1","0","1","1","袋","1","1","70.0","0","1","0","8","70","0","1","N","1","N","N","N","1","N","Y","N","","5","2","","","","","N","N","","2005-08-18 00:00:00","2022-10-13 00:00:00","Fresh_quote","","","","","2","2005-08-18 00:00:00","N","","","","","","","","","","","","10944","0"
"321255","17","10944","47","3","OPS$FB08","小白菜段 1kg/袋","","","1","0","1","1","袋","1","1","70.0","0","1","0","8","70","0","1","N","1","N","N","N","1","N","Y","N","","5","2","","","","","N","N","","2005-08-18 00:00:00","2022-10-13 00:00:00","Fresh_quote","","","","","2","2005-08-18 00:00:00","N","","","","","","","","","","","","10944","0"
"321343","17","10944","47","3","OPS$FB08","油菜段 1kg/袋","","","1","0","1","1","袋","1","1","70.0","0","1","0","8","70","0","1","N","1","N","N","N","1","N","Y","N","","5","2","","","","","N","N","","2005-08-18 00:00:00","2022-10-13 00:00:00","Fresh_quote","","","","","2","2005-08-18 00:00:00","N","","","","","","","","","","","","10944","0"
"326590","17","10944","47","3","OPS$FB08","青蔥段 1kg/袋","","","1","0","1","1","袋","1","1","230.0","0","1","0","8","230","0","1","N","1","N","N","N","1","N","Y","N","","5","2","","","","","N","N","","2005-08-18 00:00:00","2022-10-13 00:00:00","Fresh_quote","","","","","2","2005-08-18 00:00:00","N","","","","","","","","","","","","10944","0"
"328548","17","10944","47","3","OPS$FB08","青蔥末 1kg/袋","","","1","0","1","1","袋","1","1","230.0","0","1","0","8","230","0","1","N","1","N","N","N","1","N","Y","N","","5","2","","","","","N","N","","2005-08-18 00:00:00","2022-10-13 00:00:00","Fresh_quote","","","","","2","2005-08-18 00:00:00","N","","","","","","","","","","","","10944","0"
