"217778","11","10698","312","3","OPS$FB01","山東白蘿蔔-700g+-5%/條","","700g+-5%/條","25","0","1","1","條","1","1","34.0","0","1","0","8","39","0","2","N","1","N","N","N","3","N","Y","Y","","0","","","","","山東白蘿蔔-700g+-5%/條","Y","N","","2006-11-23 00:00:00","2022-10-06 00:00:00","ahki01","7.0","100g","","","1","2006-11-23 00:00:00","N","","","","","","","","","","","","10698","0"
"276199","18","1969","46","54","OPS$FB09","未殺菌蛋黃液 1公斤/罐","","","1","0","1","1","罐","1","1","140.08","1","1","0","8","150","1","1","N","1","N","N","N","0","N","Y","N","","8","4","","","4","","N","N","","1997-02-21 00:00:00","2022-10-06 00:00:00","Fresh_quote","","","","","2","1997-02-21 00:00:00","N","","","","","","","","","","","","1969","0"
"276210","18","1969","46","54","OPS$FB09","未殺菌蛋白液 1公斤/罐","","","1","0","1","1","罐","1","1","93.59","1","1","0","8","100","1","1","N","1","N","N","N","0","N","Y","N","","14","9","","","3","","N","N","","1997-02-21 00:00:00","2022-10-06 00:00:00","Fresh_quote","","","","","2","1997-02-21 00:00:00","N","","","","","","","","","","","","1969","0"
"276221","18","1969","46","54","OPS$FB09","未殺菌全蛋液 1公斤/罐","","","1","0","1","1","罐","1","1","98.01","1","1","0","8","105","1","1","N","1","N","N","N","0","N","Y","Y","","8","4","","","2","","N","N","","1997-02-21 00:00:00","2022-10-06 00:00:00","Fresh_quote","","","","","2","1997-02-21 00:00:00","N","","","","","","","","","","","","1969","0"
"153032","69","712","657","1","OPS$NB33","歐護噴霧式防蚊液 180ml","Off! Insect repellent","180ml","2","0","5","1","瓶","1","12","140.03","1","1","0","1","168","1","1","N","1","N","N","N","0","Y","Y","Y","","1095","547","","","50","","N","Y","","1996-12-16 00:00:00","2022-10-06 00:00:00","ahki02","180.0","ml","","","","1996-12-16 00:00:00","N","211","","","","","","","","1","","","1544","1"
"10296","11","10944","320","8","OPS$FB01","台灣油麥菜250g+-10%/束","","250g/束","1","0","1","1","束","1","1","21.0","0","1","0","8","25","0","2","N","1","N","N","N","3","N","Y","Y","","","","","","","台灣油麥菜250g+-10%/束","Y","N","","2008-04-22 00:00:00","2022-10-06 00:00:00","ahki01","2.5","100g","","","1","2008-04-22 00:00:00","N","","","","","","","","","","","","10944","0"
"10307","11","10944","320","1","OPS$FB01","台灣小白菜250g+-10%/束","","250g+-10%/束","1","0","1","1","束","1","1","19.0","0","1","0","8","22","0","2","N","1","N","N","N","3","N","Y","Y","","","","","","","台灣小白菜250g+-10%/束","Y","N","","2008-04-22 00:00:00","2022-10-06 00:00:00","ahki01","2.5","100g","","","1","2008-04-22 00:00:00","N","","","","","","","","","","","","10944","0"
"10322","11","10944","320","4","OPS$FB01","台灣地瓜葉250g+-10%/束","","250g+-10%/束","1","0","1","1","束","1","1","19.0","0","1","0","8","22","0","2","N","1","N","N","N","3","N","Y","Y","","","","","","","台灣地瓜葉250g+-10%/束","Y","N","","2008-04-22 00:00:00","2022-10-06 00:00:00","ahki01","2.5","100g","","","1","2008-04-22 00:00:00","N","","","","","","","","","","","","10944","0"
"10329","11","10944","320","5","OPS$FB01","台灣油菜250+-10%/束","","250g+-10%/束","1","0","1","1","束","1","1","19.0","0","1","0","8","22","0","2","N","1","N","N","N","3","N","Y","Y","","","","","","","台灣油菜250+-10%/束","Y","N","","2008-04-22 00:00:00","2022-10-06 00:00:00","ahki01","2.5","100g","","","1","2008-04-22 00:00:00","N","","","","","","","","","","","","10944","0"
"10285","11","10944","320","8","OPS$FB01","台灣A菜250g+-10%/束","","250g+-10%/束","1","0","1","1","束","1","1","35.0","0","1","0","8","42","0","2","N","1","N","N","N","3","N","Y","Y","","","","","","","台灣A菜250g+-10%/束","Y","N","","2008-04-22 00:00:00","2022-10-06 00:00:00","ahki01","2.5","100g","","","1","2008-04-22 00:00:00","N","","","","","","","","","","","","10944","0"
"669625","18","1969","46","54","OPS$FB09","雞蛋 kg","","","1","1","1","1","Kg","1","12","80.0","0","1","1","8","82","0","1","N","1","N","N","N","0","N","Y","N","","14","9","","","1","","N","N","","1997-12-04 00:00:00","2022-10-06 00:00:00","Fresh_quote","","","","","1","1997-12-04 00:00:00","N","","","","","","","","","","","","1969","0"
"220671","11","10698","313","2","OPS$FB01","台灣烏殼綠筍 700g+-10%/支","","700g+-10%/支","1","0","1","1","支","1","1","52.0","0","1","0","8","59","0","2","N","1","N","N","N","3","N","Y","Y","","0","","","","","台灣烏殼綠筍 700g/支","Y","N","","2006-11-23 00:00:00","2022-10-06 00:00:00","ahki01","7.0","100g","","","1","2006-11-23 00:00:00","N","","","","","","","","","","","","10698","0"
"220675","11","10944","313","2","OPS$FB01","台灣烏殼綠筍 700g+-10%/支","","700g+-10%/支","1","0","1","1","支","1","1","52.0","0","1","0","8","59","0","2","N","1","N","N","N","3","N","Y","Y","","0","","","","","台灣烏殼綠筍 700g/支","Y","N","","2006-11-23 00:00:00","2022-10-06 00:00:00","ahki01","7.0","100g","","","1","2006-11-23 00:00:00","N","","","","","","","","","","","","10944","0"
"597675","23","712","68","50","OPS$FB11","洽洽香瓜子 350g/包","","350g/包","25","0","5","1","包","1","10","76.89","1","1","0","1","95","1","1","N","1","N","N","N","0","Y","Y","Y","","240","120","","","20","","N","Y","KVI-10/31","2003-04-01 00:00:00","2022-10-06 00:00:00","ahki02","4.06","100g","","24","","2003-04-01 00:00:00","N","1098","","","","","","","","1","","","9947","1"
