STR_NO,STR_NA,TDATE,JTYPE,STIME,TTIME,GOO_NO,PRDTNAME,PRDTSPEC,BARCODE,PRDTDEPT,PRDTDEPTNAME,VIQTY,VIAMT,VIAJQTY,VIAJAMT,VRQTY,VRAMT,VRAJQTY,VRAJAMT,WIQTY,WIAMT,WIAJQTY,WIAJAMT,WRQTY,WRAMT,WRAJQTY,WRAJAMT,TNFIQTY,TNFIAMT,TNFOQTY,TNFOAMT,SKIQTY,SKIAMT,SKOQTY,SKOAMT,SQTY,SAMT,RQTY,RAMT,SOQTY,SOAMT,SIQTY,SIAMT,FUQTY,FUAMT,DEQTY,DEAMT
30,碧潭店,26-SEP-22,2,0000,0000,995033,*統一純喫茶-綠茶  481ml/瓶,,4710088433312,15,冷藏課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.14,0,0,1,17.14,0,0,0,0,0,0
12,忠孝店,26-SEP-22,2,0000,0000,489456,西莎狗餐盒-牛肉 100g*6盒/組,100g*6盒/組,4714686765004,22,寵物課,32,5744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,189.52,0,0,1,189.52,0,0,0,0,0,0
12,忠孝店,26-SEP-22,2,0000,0000,432916,義美手工瓜仔雞肉水餃,756g*1/包,4710126095236,16,冷凍課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.95,0,0,1,100.95,0,0,0,0,0,0
31,景平店,26-SEP-22,2,0000,0000,497761,台灣紅蘿蔔 600g+-5%/袋,600g+-5%/袋,,11,蔬菜課,50,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1595,0,0,55,1595,0,0,0,0,0,0
39,頭份店,26-SEP-22,2,0000,0000,175914,光泉豆漿-低糖 936ml/瓶,936ml/瓶,4710105013831,15,冷藏課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,177.12,0,0,6,177.12,0,0,0,0,0,0
3,忠明店,26-SEP-22,2,0000,0000,521271,愛之味分解茶日式綠茶590mlx6瓶/組,590mlx6瓶/組,4710626247067,21,飲料課,4,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,南湖店,26-SEP-22,2,0000,0000,643324,新威猛先生廚房全效噴槍-清爽檸檬,500g,4710314461133,69,家庭清潔洗劑課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,湳雅店,26-SEP-22,2,0000,0000,180534,光泉冷泡茶-四季春綠茶TR936ml/瓶,TR936ml/瓶,4710105012636,15,冷藏課,16,588.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.14,0,0,1,37.14,0,0,1,36.8,0,0
2,湳雅店,26-SEP-22,2,0000,0000,881721,光泉OAT燕麥奶-可可榛果936ml,936ml,4710105010441,15,冷藏課,8,571.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68.57,0,0,1,68.57,0,0,0,0,0,0
9,中和店,26-SEP-22,2,0000,0000,905640,SAMSUNG65吋 4K QLED TV QA65Q60B,QA65Q60BAWXZW,8806092970342,41,電視及音響,0,0,0,0,0,0,0,0,2,83930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,南湖店,26-SEP-22,2,0000,0000,244803,植物物語浸潤保濕洗面乳,100g+30g,4710530912075,28,美容用品課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-105.82,0,0,0,0,3,168.57,0,0,3,168.57,0,0,0,0,0,0
37,鳳山店,26-SEP-22,2,0000,0000,600237,光泉茉莉茶園-茉香柚茶400ml/瓶,400ml/瓶,4710105047607,15,冷藏課,5,90.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,平鎮店,26-SEP-22,2,0000,0000,788187,PHILIPS 32吋HD顯示器32PHH5706,32PHH5706,8718863033173,41,電視及音響,0,0,0,0,0,0,0,0,2,11408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,碧潭店,26-SEP-22,2,0000,0000,691209,鴿蛋250G/盒,250G/盒,,13,水產課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,忠孝店,26-SEP-22,2,0000,0000,418602,中國蘿蔔700g+-5%/條,700g+-5%/條,,11,蔬菜課,100,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,3555,0,0,79,3555,0,0,0,0,0,0
96,雙十店,26-SEP-22,2,0000,0000,376554,春風濕拭衛生紙,40抽*3包,4712425025556,27,家用紙製品課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,107.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,南湖店,26-SEP-22,2,0000,0000,442308,Tino 小安安酒精濕巾 20抽/包,20抽/包,4710107111634,27,家用紙製品課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-27.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,佳里店,26-SEP-22,2,0000,0000,345579,味全超優質蘋果牛奶2709ml,2709ml/瓶,4710063337239,15,冷藏課,3,421.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,262.86,0,0,2,262.86,0,0,0,0,0,0
12,忠孝店,26-SEP-22,2,0000,0000,553902,566植萃補色染髮膏-自然黑,120g,4710186022876,28,美容用品課,12,4228.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,中壢店,26-SEP-22,2,0000,0000,949960,統一瑞穗低脂鮮乳 1858ml/瓶,1858ml/瓶,4710088434692,15,冷藏課,9,1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,996,0,0,6,996,0,0,0,0,0,0
9,中和店,26-SEP-22,2,0000,0000,757159,誠富全素韓國泡菜 400公克/瓶,,4711413000711,15,冷藏課,12,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,南湖店,26-SEP-22,2,0000,0000,309958,總統牌愛曼塔乾酪(刨絲)200g/包,200g/包,3228021170046,15,冷藏課,0,0,0,0,-2,-304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,平鎮店,26-SEP-22,2,0000,0000,628810,金牌台灣啤酒-瓶裝 600ml/瓶,600ml/瓶,4711588311032,24,啤酒與烈酒課,240,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,-2400
96,雙十店,26-SEP-22,2,0000,0000,231374,德昌豆乾-沙茶 270g/包,,4710189810203,23,糖果餅乾課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,忠孝店,26-SEP-22,2,0000,0000,931977,台灣啤酒水果系列(葡萄) 330ml/罐,330ml/罐,4711588341794,24,啤酒與烈酒課,48,1234.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,55.24,0,0,2,55.24,0,0,0,0,0,0
17,台東店,26-SEP-22,2,0000,0000,556863,光泉富維他牛乳 1857ml/盒,1857ml/瓶,4710105015293,15,冷藏課,4,489.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,鮮食集,26-SEP-22,2,0000,0000,63934,多力多滋三角玉米片-黃金起司 108g,108g/包,4710543665029,23,糖果餅乾課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,鮮食集,26-SEP-22,2,0000,0000,692661,鄉親牛舌餅-原味(全素),170g,4713600035018,23,糖果餅乾課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,70.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,湳雅店,26-SEP-22,2,0000,0000,655209,省產黃秋葵 200g+-10%/盒,200g+-10%/盒,4713327290974,11,蔬菜課,80,2480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1283,0,0,40,1283,0,0,0,0,0,0
2,湳雅店,26-SEP-22,2,0000,0000,581937,唯潔雅抽取式衛生紙100抽24包,100抽24包,4710901899202,27,家用紙製品課,80,16277.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3108.64,0,0,16,3108.64,0,0,0,0,0,0
7,台南店,26-SEP-22,2,0000,0000,130833,統一AB優酪乳-原味  206ml/瓶,206ml/瓶,4710088432933,15,冷藏課,15,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,240.9,0,0,11,240.9,0,0,0,0,0,0
32,佳里店,26-SEP-22,2,0000,0000,447177,比菲多發酵乳-減糖纖維1795ml/瓶,1795ml,4710784966558,15,冷藏課,6,461.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,300.96,0,0,4,300.96,0,0,0,0,0,0
96,雙十店,26-SEP-22,2,0000,0000,724750,大拇指肉燥雞絲麵 300g,300g/盒,4710970777685,20,米,麵,南北貨課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,平鎮店,26-SEP-22,2,0000,0000,226494,冷藏肉-雞胸(大成)公斤,18公斤/箱,,14,肉品課,12,1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,景平店,26-SEP-22,2,0000,0000,762751,福樂一番鮮全脂鮮乳  1830ml/瓶,1830ml/瓶,4710043020144,15,冷藏課,12,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,825,0,0,5,825,0,0,0,0,0,0
17,台東店,26-SEP-22,2,0000,0000,328666,旗魚切片,,,13,水產課,1.8,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282,80,0,0,0.282,80,0,0,0,0,0,0
16,南湖店,26-SEP-22,2,0000,0000,898596,生魚片握壽司 20入,,,13,水產課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-340,0,0,0,0,2,485.72,0,0,2,485.72,0,0,0,0,0,0
6,員林店,26-SEP-22,2,0000,0000,447177,比菲多發酵乳-減糖纖維1795ml/瓶,1795ml,4710784966558,15,冷藏課,3,230.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75.24,0,0,1,75.24,0,0,0,0,0,0
17,台東店,26-SEP-22,2,0000,0000,626958,台畜迷迭香雞胸肉160g/包,160g,4710585935081,15,冷藏課,0,0,0,0,-4,-301.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,鳳山店,26-SEP-22,2,0000,0000,888348,富里農會香后米,1.5kg/CNS二等米,4710450904150,20,米,麵,南北貨課,60,7680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,頭份店,26-SEP-22,2,0000,0000,766071,光泉冷泡茶-蜜香烏龍400ml/瓶,400ml,4710105037189,15,冷藏課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38.1,0,0,2,38.1,0,0,0,0,0,0
2,湳雅店,26-SEP-22,2,0000,0000,648618,統一純喫茶-烏龍青茶  650ml/盒,650ml/盒,4710088641274,15,冷藏課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,209.5,0,0,10,209.5,0,0,0,0,0,0
6,員林店,26-SEP-22,2,0000,0000,601836,歌林43型HDR 4K聯網 LED顯示器,KLT-43EU09(#603693),4714711042353,41,電視及音響,0,0,0,0,0,0,0,0,1,8095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8179.05,0,0,1,8179.05,0,0,0,0,0,0
1,平鎮店,26-SEP-22,2,0000,0000,101010,松柏-499,,,11,蔬菜課,1,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,中和店,26-SEP-22,2,0000,0000,951144,統一AB優酪乳-無糖 517ml/瓶,517ml,4710088821799,15,冷藏課,10,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,128.58,0,0,3,128.58,0,0,0,0,-1,-37.8
18,鮮食集,26-SEP-22,2,0000,0000,981297,金牌台灣啤酒 500mlx4罐/組(5%),500mlx4罐,4711588332020,24,啤酒與烈酒課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,259.04,0,0,0,0,0,0,1,129.52,0,0,1,129.52,0,0,0,0,0,0
33,八德店,26-SEP-22,2,0000,0000,422550,農搾百香檸檬飲900ml,900ml/盒,4710063416026,15,冷藏課,5,221.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.86,0,0,1,42.86,0,0,0,0,0,0
6,員林店,26-SEP-22,2,0000,0000,910698,MSM標準型麻將竹坐墊 1人,(麻將) 45*45cm,4711225785462,32,家用紡品,0,0,0,0,-2,-146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,南湖店,26-SEP-22,2,0000,0000,109472,品客濃厚炙燒海苔口味洋芋片,97g,8886467121074,23,糖果餅乾課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-48.09,0,0,0,0,1,52.38,0,0,1,52.38,0,0,0,0,0,0
16,南湖店,26-SEP-22,2,0000,0000,250386,義美夾心酥(牛奶),400g/包,4710126022386,23,糖果餅乾課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-69.8,0,0,0,0,2,148.58,0,0,2,148.58,0,0,0,0,0,0
39,頭份店,26-SEP-22,2,0000,0000,243888,桂格美味三合一麥片特濃牛奶,28g*10包/袋,4710043045925,26,沖調課,30,2228.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1314.3,0,0,19,1314.3,0,0,0,0,0,0
10,土城店,26-SEP-22,2,0000,0000,142278,台灣鮮(中)香菇 600g+-5%/包,600g+-5%/包,4715691190072,11,蔬菜課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-113.74,0,0,0,0,11,1413,0,0,11,1413,0,0,0,0,0,0
18,鮮食集,26-SEP-22,2,0000,0000,425763,台灣青蔥200g+-5%/束,200g+-5%/束,4717048830150,11,蔬菜課,8,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,413,0,0,7,413,0,0,0,0,0,0
6,員林店,26-SEP-22,2,0000,0000,888348,富里農會香后米,1.5kg/CNS二等米,4710450904150,20,米,麵,南北貨課,100,12800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,中壢店,26-SEP-22,2,0000,0000,111753,威比貓肉泥15g*4入/包 鮪魚蔓越莓,15g*4入/包,4710614156760,22,寵物課,0,0,0,0,-3,-185.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,南湖店,26-SEP-22,2,0000,0000,995046,*統一純喫茶-紅茶  481ml/瓶,,4710088433305,15,冷藏課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51.42,0,0,3,51.42,0,0,0,0,0,0
31,景平店,26-SEP-22,2,0000,0000,684892,統一LP33機能優酪乳  900ml/瓶,,4710088435088,15,冷藏課,8,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,513.34,0,0,7,513.34,0,0,0,0,0,0
96,雙十店,26-SEP-22,2,0000,0000,814762,台灣美食全記錄-蒜茸花生 185g/包,185g/包,4710446722119,23,糖果餅乾課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57.71,0,0,0,0,0,0,1,84.76,0,0,1,84.76,0,0,0,0,0,0
30,碧潭店,26-SEP-22,2,0000,0000,482867,鮮奶吐司,350g±9%/個,,18,烘焙課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-36.18,0,0,0,0,4,236.18,0,0,4,236.18,0,0,0,0,0,0
2,湳雅店,26-SEP-22,2,0000,0000,830205,義美無加糖黑豆奶 2000ml,2000ml/瓶,4710126195738,15,冷藏課,36,1905.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1031.51,0,0,19,1031.51,0,0,0,0,-1,-52.92
33,八德店,26-SEP-22,2,0000,0000,280577,統一LP33機能優酪乳  1830ml/瓶,1830ml/瓶,4710088820754,15,冷藏課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,967.6,0,0,8,967.6,0,0,0,0,0,0
17,台東店,26-SEP-22,2,0000,0000,199257,立頓奶茶巧克力 250mlx24包/箱,250mlx24包/箱,4710094024696,21,飲料課,10,1457.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-1483.14
7,台南店,26-SEP-22,2,0000,0000,594687,波蜜 紅番茄汁 250ml*24包/箱,250ml*24包/箱,4710171002012,21,飲料課,70,9867.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,南湖店,26-SEP-22,2,0000,0000,198762,ADIDAS男棉長袖T 黑#M,GV5295 / HL2285,,51,男裝課,3,3060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,中和店,26-SEP-22,2,0000,0000,183417,大醇豆 - 原味豆漿936ml /瓶,936ml,4710063337055,15,冷藏課,9,265.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,175.24,0,0,6,175.24,0,0,0,0,0,0
17,台東店,26-SEP-22,2,0000,0000,921081,FILA男棉長袖T 7000 灰#L,1TEW7000BK / 1TEW7000MY,,51,男裝課,3,2802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,台東店,26-SEP-22,2,0000,0000,891087,NIKE男慢跑鞋DC3728003,DC3728003,,56,鞋課,0,0,0,0,-1,-1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,忠孝店,26-SEP-22,2,0000,0000,938601,愛心園堅果雜糧饅頭6入/包/540g,,4716596892290,15,冷藏課,0,0,0,0,-1,-109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,中和店,26-SEP-22,2,0000,0000,448590,福樂營養牛乳高鈣葡萄糖胺 936ml/盒,936ml/盒,4710339006036,15,冷藏課,10,590.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,393.33,0,0,7,393.33,0,0,0,0,0,0
14,斗南店,26-SEP-22,2,0000,0000,448386,柔情廚房紙巾60組*6捲,60組*6捲,4710104026788,27,家用紙製品課,32,2217.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,357.15,0,0,5,357.15,0,0,0,0,0,0
37,鳳山店,26-SEP-22,2,0000,0000,270248,味全林鳳營全脂鮮乳 1857ml/瓶,1857ml/瓶,4710063312168,15,冷藏課,18,3061.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1054,0,0,6,1054,0,0,0,0,0,0
10,土城店,26-SEP-22,2,0000,0000,549054,光泉豆漿-無加糖鮮豆漿936,,4710105016795,15,冷藏課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-54.78,0,0,0,0,5,147.6,0,0,5,147.6,0,0,0,0,0,0
12,忠孝店,26-SEP-22,2,0000,0000,648411,統一木瓜牛乳  478ml*3/組,478ml*3盒/組,4710088434432,15,冷藏課,10,755.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-679.68
13,中壢店,26-SEP-22,2,0000,0000,156411,BOSCH新款V4亞熱帶雨刷12",12吋,4047025571210,35,汽車百貨,0,0,0,0,-2,-276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,碧潭店,26-SEP-22,2,0000,0000,837831,(f)冷藏肉-豬里燒烤肉片(和榮意),250g/盒,,14,肉品課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,碧潭店,26-SEP-22,2,0000,0000,553149,光泉黃金豆米漿 1857ml/瓶,1857ml/瓶,4710105015255,15,冷藏課,4,207.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,108.58,0,0,2,108.58,0,0,0,0,0,0
18,鮮食集,26-SEP-22,2,0000,0000,998796,DHC維他命C(30日份),60粒/包,4511413603741,63,健康生活,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154.29,0,0,1,154.29,0,0,0,0,0,0
13,中壢店,26-SEP-22,2,0000,0000,228348,單管腳踩打氣筒 LTC-707,,4710614077027,36,運動與健身,0,0,0,0,-1,-210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,252.38,0,0,1,252.38,0,0,0,0,0,0
16,南湖店,26-SEP-22,2,0000,0000,201378,義美錫蘭紅茶,946ml,4710126198180,15,冷藏課,20,830.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,400,0,0,10,400,0,0,0,0,0,0
16,南湖店,26-SEP-22,2,0000,0000,573703,義美糙米奶 2000ml/瓶,2000ml/瓶,4710126194410,15,冷藏課,18,952.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,279.99,0,0,5,279.99,0,0,0,0,0,0
1,平鎮店,26-SEP-22,2,0000,0000,948871,養樂多活菌發酵乳  100ml*10瓶/組,,4711080010112,15,冷藏課,60,3428.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1428.6,0,0,20,1428.6,0,0,0,0,0,0
10,土城店,26-SEP-22,2,0000,0000,206668,台糖貳號砂白 1kg/包,1kg/包,4710311010211,25,食用油&罐頭醬料課,300,9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-30.21,0,0,0,0,16,548.63,0,0,16,548.63,0,0,0,0,0,0
