STR_NO,STR_NA,TDATE,JTYPE,STIME,TTIME,GOO_NO,PRDTNAME,PRDTSPEC,BARCODE,PRDTDEPT,PRDTDEPTNAME,VIQTY,VIAMT,VIAJQTY,VIAJAMT,VRQTY,VRAMT,VRAJQTY,VRAJAMT,WIQTY,WIAMT,WIAJQTY,WIAJAMT,WRQTY,WRAMT,WRAJQTY,WRAJAMT,TNFIQTY,TNFIAMT,TNFOQTY,TNFOAMT,SKIQTY,SKIAMT,SKOQTY,SKOAMT,SQTY,SAMT,RQTY,RAMT,SOQTY,SOAMT,SIQTY,SIAMT,FUQTY,FUAMT,DEQTY,DEAMT
30,碧潭店,25-SEP-22,2,0000,0000,241920,台灣珍珠芭樂(約1.2公斤+-5%)/袋,1.2公斤/袋,4712487615023,12,水果課,20,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,台東店,25-SEP-22,2,0000,0000,359871,光泉乳香世家全脂鮮乳 936ml/盒,936ml/盒,4710105010663,15,冷藏課,4,367.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,182,0,0,2,182,0,0,0,0,0,0
16,南湖店,25-SEP-22,2,0000,0000,237250,百加得黑蘭姆酒 750ml/瓶,750ml,5010677038935,24,啤酒與烈酒課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-432.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,八德店,25-SEP-22,2,0000,0000,560253,統一純喫茶-綠茶  650ml/盒,650ml/盒,4710088639790,15,冷藏課,60,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,541.85,0,0,26,541.85,0,0,0,0,0,0
30,碧潭店,25-SEP-22,2,0000,0000,798162,油麥菜 250g+-5% /袋,250g+-5% /袋,4713327309744,11,蔬菜課,34,1428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1878,0,0,40,1878,0,0,0,0,0,0
2,湳雅店,25-SEP-22,2,0000,0000,156669,台灣高山巨峰葡萄(約400克+-5%)/盒,400克/盒,,12,水果課,27,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1246,0,0,14,1246,0,0,0,0,0,0
14,斗南店,25-SEP-22,2,0000,0000,261237,廚房防油貼 -風景/海洋系列,WTB-292,4719692782922,34,家庭修繕,0,0,0,0,-4,-312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,土城店,25-SEP-22,2,0000,0000,825097,妙管家衣物殺菌液1000g,1000g,4710303460024,69,家庭清潔洗劑課,0,0,0,0,0,0,0,0,24,2491.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,328.56,0,0,3,328.56,0,0,0,0,0,0
36,嘉義店,25-SEP-22,2,0000,0000,540892,妙管家管路疏通劑 960g/瓶,960g/瓶,4710303278971,69,家庭清潔洗劑課,0,0,0,0,0,0,0,0,12,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75.24,0,0,1,75.24,0,0,0,0,0,0
16,南湖店,25-SEP-22,2,0000,0000,175955,紐西蘭富士蘋果(約220克+-5%)/粒,#80 220克/粒 70%,,12,水果課,800,16800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,6967,0,0,310,6967,0,0,0,0,0,0
10,土城店,25-SEP-22,2,0000,0000,995033,*統一純喫茶-綠茶  481ml/瓶,,4710088433312,15,冷藏課,10,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-27.42,0,0,0,0,8,137.15,0,0,8,137.15,0,0,0,0,0,0
2,湳雅店,25-SEP-22,2,0000,0000,981051,東港高級鮪魚生魚片,,,13,水產課,6,4620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,中崙店,25-SEP-22,2,0000,0000,542815,妙管家E護洗潔精3200g,3200g,4710303312361,69,家庭清潔洗劑課,0,0,0,0,0,0,0,0,60,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,八德店,25-SEP-22,2,0000,0000,896106,光泉麥茶936ml/瓶,936ml,4710105012711,15,冷藏課,10,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.33,0,0,1,33.33,0,0,0,0,0,0
17,台東店,25-SEP-22,2,0000,0000,452907,毛寶香滿室地板清劑補充包-檀木馨香,SANDWOOL 1800g/包,4710038853320,69,家庭清潔洗劑課,0,0,0,0,0,0,0,0,12,891.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75.24,0,0,1,75.24,0,0,0,0,0,0
96,雙十店,25-SEP-22,2,0000,0000,511927,義美狀元煎餅（花生）,224g/盒,4710126012806,23,糖果餅乾課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59.5,0,0,0,0,0,0,2,137.14,0,0,2,137.14,0,0,0,0,0,0
96,雙十店,25-SEP-22,2,0000,0000,322431,原味巡禮老滷豆干-滷肉珍味,120g/包,4710587592244,23,糖果餅乾課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,雙十店,25-SEP-22,2,0000,0000,367432,北田蒟蒻糙米捲-蛋黃口味160g/袋,160g/袋,4711162821520,23,糖果餅乾課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,頭份店,25-SEP-22,2,0000,0000,362011,義大利LAVAZZA歐羅金牌咖啡粉,250g/包,80007104,66,進口食品課,0,0,0,0,0,0,0,0,20,2396.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,頭份店,25-SEP-22,2,0000,0000,228074,台灣珍珠芭樂(約300克+-5%)/公斤,300克/粒,,12,水果課,42,2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.004,3051,0,0,52.004,3051,0,0,0,0,0,0
12,忠孝店,25-SEP-22,2,0000,0000,578244,嬌生嬰兒淡雅馨香潤膚皂 150g x 6,150g*6,4710032501005,28,美容用品課,0,0,0,0,0,0,0,0,36,4811.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132.38,0,0,1,132.38,0,0,0,0,0,0
1,平鎮店,25-SEP-22,2,0000,0000,282378,有機青江菜 250g/包,250g/包,4719869947048,11,蔬菜課,40,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,390,0,0,10,390,0,0,0,0,0,0
33,八德店,25-SEP-22,2,0000,0000,574758,禾聯 12KG變頻滾筒式洗衣機(灰),HWM-C1242V,4710273768342,42,大家電,0,0,0,0,0,0,0,0,1,18004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,碧潭店,25-SEP-22,2,0000,0000,326853,起士燒蛋糕,510g+-9%/條,,18,烘焙課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-58,0,0,0,0,4,405.73,0,0,4,405.73,0,0,0,0,0,0
30,碧潭店,25-SEP-22,2,0000,0000,392150,馬芬蛋糕(巧克力口味),110g+-9%/個,,18,烘焙課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,-195,0,0,0,0,12,319.98,0,0,12,319.98,0,0,0,0,0,0
2,湳雅店,25-SEP-22,2,0000,0000,384915,妙潔 妙膜力保鮮膜,30cm X 120M (附安全滑刀),4710466101833,69,家庭清潔洗劑課,0,0,0,0,0,0,0,0,24,2784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,頭份店,25-SEP-22,2,0000,0000,467679,波爾茶-葡萄柚口味 320ml*6罐/組,320ml*6罐/組,4710085229093,21,飲料課,0,0,0,0,0,0,0,0,8,700.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,114.28,0,0,2,114.28,0,0,0,0,0,0
31,景平店,25-SEP-22,2,0000,0000,229176,台灣迷你杏鮑菇600g+-5%/袋,600g+-5%/包,4718072340455,11,蔬菜課,25,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2128,0,0,24,2128,0,0,0,0,0,0
18,鮮食集,25-SEP-22,2,0000,0000,941847,義大利Rummo15號長型寬扁麵 500g,500g,8008343200158,66,進口食品課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57.41,0,0,0,0,0,0,1,90.48,0,0,1,90.48,0,0,0,0,0,0
17,台東店,25-SEP-22,2,0000,0000,399753,維他命C-1000緩釋錠,60粒/罐,549212110997,63,健康生活,0,0,0,0,0,0,0,0,20,4841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,碧潭店,25-SEP-22,2,0000,0000,282393,有機小白菜 250g/包,250g/包,4719869947024,11,蔬菜課,20,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,585,0,0,15,585,0,0,0,0,0,0
9,中和店,25-SEP-22,2,0000,0000,564879,*柔蝶天然絲瓜洗面乳85g,85g,4711433003761,28,美容用品課,0,0,0,0,0,0,0,0,24,804.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.14,0,0,1,37.14,0,0,0,0,0,0
30,碧潭店,25-SEP-22,2,0000,0000,448214,日本北海道生食干貝,盒,,13,水產課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,中崙店,25-SEP-22,2,0000,0000,282469,台灣黃秋葵200g+-5%/盒,200g+-5%/盒,4717060302000,11,蔬菜課,70,2170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2683,0,0,81,2683,0,0,0,0,0,0
9,中和店,25-SEP-22,2,0000,0000,184419,麥維他及時樂燕麥餅,300g,5000396004366,23,糖果餅乾課,0,0,0,0,0,0,0,0,12,883.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,160,0,0,2,160,0,0,0,0,0,0
16,南湖店,25-SEP-22,2,0000,0000,967392,大醇豆無加糖豆漿 1857ml /瓶,1857ml,4710063336959,15,冷藏課,9,480.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,618.09,0,0,11,618.09,0,0,0,0,0,0
10,土城店,25-SEP-22,2,0000,0000,198387,*大拇指葡萄乾,20包/箱、80公克/包,4710970846879,23,糖果餅乾課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-18.33,0,0,0,0,1,21.9,0,0,1,21.9,0,0,0,0,0,0
10,土城店,25-SEP-22,2,0000,0000,250506,義美小泡芙(草莓) 171g/盒,171g/盒,4710126021556,23,糖果餅乾課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-64.84,0,0,0,0,17,1230.46,0,0,17,1230.46,0,0,0,0,0,0
30,碧潭店,25-SEP-22,2,0000,0000,526830,聲寶17KG變頻直立洗衣機,ES-N17DP(R1),4718060323729,42,大家電,0,0,0,0,0,0,0,0,1,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,忠孝店,25-SEP-22,2,0000,0000,585741,簡單點優酪乳-原味  939ml/瓶,939ml/瓶,4710063333903,15,冷藏課,12,659.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,172.39,0,0,3,172.39,0,0,0,0,0,0
33,八德店,25-SEP-22,2,0000,0000,356943,嬌生嬰兒洗髮露500ml,500ml,4710032520259,28,美容用品課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,264.76,0,0,2,264.76,0,0,0,0,0,0
16,南湖店,25-SEP-22,2,0000,0000,415338,御茶園冷山茶王500ml,500ml,4710421074080,21,飲料課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-24.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,雙十店,25-SEP-22,2,0000,0000,673719,雀巢咖啡二合一無甜 11g*42包,11g*42包/袋,4710498992492,26,沖調課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,274.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,鮮食集,25-SEP-22,2,0000,0000,450339,慢熟希臘式焦香優格(原味)500g/瓶,500g,4710784965698,15,冷藏課,0,0,0,0,-2,-179.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,169.52,0,0,2,169.52,0,0,0,0,0,0
18,鮮食集,25-SEP-22,2,0000,0000,330733,品客香辣口味洋芋片,110g,8886467102509,23,糖果餅乾課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,鮮食集,25-SEP-22,2,0000,0000,491019,義美榛果巧克力酥片黑可可 280g/盒,280g/盒,4710126039094,23,糖果餅乾課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,南湖店,25-SEP-22,2,0000,0000,530748,*大拇指靜電除塵拖把,40x129x13cm,6927034921078,61,家庭清潔用具課,0,0,0,0,0,0,0,0,36,2449.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,425.7,0,0,3,425.7,0,0,0,0,0,0
31,景平店,25-SEP-22,2,0000,0000,524520,水晶肥皂食器洗滌液体,1000ml/瓶,4710060006060,69,家庭清潔洗劑課,0,0,0,0,0,0,0,0,12,1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,土城店,25-SEP-22,2,0000,0000,359970,金蘭薄鹽醬油 500ml/瓶,500ML/瓶,4710012111088,25,食用油&罐頭醬料課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-45.65,0,0,0,0,2,104.76,0,0,2,104.76,0,0,0,0,0,0
96,雙十店,25-SEP-22,2,0000,0000,211887,桂冠千島沙拉  100g/包,100g/包,47100329,15,冷藏課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,鳳山店,25-SEP-22,2,0000,0000,172491,新奇潔豔漂白水 2000ml/瓶,,4710363609005,69,家庭清潔洗劑課,0,0,0,0,0,0,0,0,12,891.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,台南店,25-SEP-22,2,0000,0000,816900,福樂鈣多多全脂牛乳 1892ml/瓶,1892ml,4710339003714,15,冷藏課,16,2118.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2479.12,0,0,19,2479.12,0,0,0,0,0,0
14,斗南店,25-SEP-22,2,0000,0000,585767,簡單點優酪乳-無糖  939ml/瓶,939ml/瓶,4710063334313,15,冷藏課,2,109.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,115.24,0,0,2,115.24,0,0,0,0,0,0
33,八德店,25-SEP-22,2,0000,0000,936579,Farcent香水奇蹟洗髮露,微醺小蒼蘭/600ml/瓶,4710731061442,28,美容用品課,0,0,0,0,0,0,0,0,12,2087.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,南湖店,25-SEP-22,2,0000,0000,374671,越南青花菜180g+-10%/粒,180g+-10%/粒,,11,蔬菜課,312,16224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,15118,0,0,261,15118,0,0,0,0,0,0
14,斗南店,25-SEP-22,2,0000,0000,793074,有機高麗菜500-600g/粒,500-600g/粒,4713327309157,11,蔬菜課,4,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,345,0,0,5,345,0,0,0,0,0,0
18,鮮食集,25-SEP-22,2,0000,0000,512742,每日C果肉有感100%火龍果綜合果汁,800ml/瓶,4710063426636,15,冷藏課,2,121.74,0,0,-1,-60.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,土城店,25-SEP-22,2,0000,0000,497761,台灣紅蘿蔔 600g+-5%/袋,600g+-5%/袋,,11,蔬菜課,80,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2726,0,0,94,2726,0,0,0,0,0,0
16,南湖店,25-SEP-22,2,0000,0000,834468,大拇指泰國芭樂乾 200g/包,200g士4.5%,4710970803131,23,糖果餅乾課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-89.1,0,0,0,0,17,955.23,0,0,17,955.23,0,0,0,0,0,0
13,中壢店,25-SEP-22,2,0000,0000,485001,台灣胡瓜 600g+-10%/條,600g+-10%/條,4713327401820,11,蔬菜課,20,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1176,0,0,24,1176,0,0,0,0,0,0
34,中崙店,25-SEP-22,2,0000,0000,835153,艾惟諾洋甘菊舒緩保濕乳354ml,354ml,6907376821410,28,美容用品課,0,0,0,0,0,0,0,0,12,3465.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,南湖店,25-SEP-22,2,0000,0000,768363,麗仕清爽香氛沐浴乳沁涼石榴,1L,6902088926538,28,美容用品課,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-148.6,0,0,0,0,2,327.62,0,0,2,327.62,0,0,0,0,0,0
33,八德店,25-SEP-22,2,0000,0000,261283,台灣格蘭菜250g+-5%/袋,250g+-5%/袋,4717060203222,11,蔬菜課,12,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,544,0,0,17,544,0,0,0,0,0,0
