"96","雙十店","2022-10-03 00:00:00","2","0000","0000","765819","台糖高級太白粉300g/包","300g/包","4710311993415","25","食用油&罐頭醬料課","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","17.39","0","0","0","0","0","0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","0","0","0","0"
"13","中壢店","2022-10-03 00:00:00","2","0000","0000","415887","童趣圓圓貼畫 冰雪奇緣","$90/京甫/3歲以上","4714809838189","37","圖書&影音出版品","0","0","0","0","-5","-276.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","0","0","0","0"
"9","中和店","2022-10-03 00:00:00","2","0000","0000","10087","統一陽光豆漿-低糖 1858ml/瓶","1858ml/瓶","4710088822376","15","冷藏課","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.0","662.88","0","0","12.0","662.88","0.0","0.0","0","0","0","0"
"18","鮮食集","2022-10-03 00:00:00","2","0000","0000","370845","匈牙利切達燻雞","225g +-9%包","","18","烘焙課","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","40","0","0","0","0","0","0","1.0","40.95","0","0","1.0","40.95","0.0","0.0","0","0","-1","-20"
"96","雙十店","2022-10-03 00:00:00","2","0000","0000","830205","義美無加糖黑豆奶 2000ml","2000ml/瓶","4710126195738","15","冷藏課","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","46.41","0","0","0","0","0","0","1.0","54.29","0","0","1.0","54.29","0.0","0.0","0","0","0","0"
"14","斗南店","2022-10-03 00:00:00","2","0000","0000","863730","可口可樂汽水蘋果口味330ml  x 6","","4710018345234","21","飲料課","160","11732.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","0","0","0","0"
"10","土城店","2022-10-03 00:00:00","2","0000","0000","686529","溫室小白菜 250g+-5%/袋","250g+-5%/袋","4713327295856","11","蔬菜課","18","276","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-6","-95.94","0","0","0","0","40.0","998.0","0","0","40.0","998.0","0.0","0.0","0","0","0","0"
"10","土城店","2022-10-03 00:00:00","2","0000","0000","361107","蒲燒鯛魚腹肉","200g/包","4718018249125","13","水產課","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0","254.28","0","0","3.0","254.28","0.0","0.0","0","0","0","0"
"13","中壢店","2022-10-03 00:00:00","2","0000","0000","700365","福樂全脂營養牛乳行動力配1892ml/瓶","1892ml/瓶","4710339006487","15","冷藏課","3","330","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0","117.14","0","0","1.0","117.14","0.0","0.0","0","0","0","0"
"18","鮮食集","2022-10-03 00:00:00","2","0000","0000","399312","(e)冷藏肉-美國嫩肩里肌牛排400g/盒","400g/盒","","14","肉品課","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","266.33","0","0","0","0","0","0","1.0","339.0","0","0","1.0","339.0","0.0","0.0","0","0","-1","-266.33"
"10","土城店","2022-10-03 00:00:00","2","0000","0000","217857","冷藏肉-本草豬里肌火鍋片/公斤","","","14","肉品課","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.313","-123.7602","0","0","0","0","0.559","267.0","0","0","0.559","267.0","0.0","0.0","0","0","0","0"
"31","景平店","2022-10-03 00:00:00","2","0000","0000","967392","大醇豆無加糖豆漿 1857ml /瓶","1857ml","4710063336959","15","冷藏課","9","480.42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.0","337.14","0","0","6.0","337.14","0.0","0.0","0","0","0","0"
"10","土城店","2022-10-03 00:00:00","2","0000","0000","602943","黑松FIN健康補給飲料1460ml/瓶","1460ml/瓶","4710154013035","21","飲料課","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2","-55.82","0","0","0","0","7.0","220.01","0","0","7.0","220.01","0.0","0.0","0","0","0","0"
"37","鳳山店","2022-10-03 00:00:00","2","0000","0000","804663","福樂自然零優酪乳-蔓越莓 1700ml/瓶","1700ml","4710339003905","15","冷藏課","4","404.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0","109.52","0","0","1.0","109.52","0.0","0.0","0","0","0","0"
"31","景平店","2022-10-03 00:00:00","2","0000","0000","226416","冷藏肉-雞心(成) 公斤","18公斤/箱","","14","肉品課","3","450","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.328","280.0","0","0","1.328","280.0","0.0","0.0","0","0","0","0"
"16","南湖店","2022-10-03 00:00:00","2","0000","0000","993873","御之味蔬菜棒棒餅 256g/袋(16入/袋)","256g/袋(16入/袋) (純素)","4891237334589","23","糖果餅乾課","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2","-130.32","0","0","0","0","8.0","525.69","0","0","8.0","525.69","0.0","0.0","0","0","0","0"
"10","土城店","2022-10-03 00:00:00","2","0000","0000","276693","統一純喫茶-紅茶  960mlx3瓶/組","960mlx3瓶/組","4710088437143","15","冷藏課","6","482.94","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.0","433.35","0","0","5.0","433.35","0.0","0.0","0","0","0","0"
"96","雙十店","2022-10-03 00:00:00","2","0000","0000","943360","桂冠 魚卵卷  120g/盒","120g/盒","47107908","16","冷凍課","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","40.27","0","0","0","0","0","0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","0","0","0","0"
"96","雙十店","2022-10-03 00:00:00","2","0000","0000","475794","家庭號長起酥蛋糕","550g±9%/袋","","18","烘焙課","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","59","0","0","0","0","0","0","1.0","68.57","0","0","1.0","68.57","0.0","0.0","0","0","0","0"
"14","斗南店","2022-10-03 00:00:00","2","0000","0000","637257","彈力棉中腰平口褲 黑#L","","4717011767902","57","男女內著課","0","0","0","0","-9","-963","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","0","0","0","0"
"16","南湖店","2022-10-03 00:00:00","2","0000","0000","640791","T世家極品凍頂烏龍","","4712959007189","26","沖調課","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-230","0","0","0","0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","0","0","0","0"
"37","鳳山店","2022-10-03 00:00:00","2","0000","0000","175917","光泉牛乳-麥芽 1857ml/瓶","1857ml/瓶","4710105015200","15","冷藏課","4","501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","0","0","0","0"
"7","台南店","2022-10-03 00:00:00","2","0000","0000","104104","光泉經典小品原味奶酪pp100g*4/組","pp100g*4/組","4710105502540","15","冷藏課","15","795.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0","56.19","0","0","1.0","56.19","0.0","0.0","0","0","0","0"
"7","台南店","2022-10-03 00:00:00","2","0000","0000","701349","光泉牛乳-麥芽 936ml/瓶","936ml/瓶","4710105010168","15","冷藏課","8","527.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0","247.6","0","0","4.0","247.6","0.0","0.0","0","0","0","0"
"7","台南店","2022-10-03 00:00:00","2","0000","0000","881721","光泉OAT燕麥奶-可可榛果936ml","936ml","4710105010441","15","冷藏課","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0","68.57","0","0","1.0","68.57","0.0","0.0","0","0","0","0"
"34","中崙店","2022-10-03 00:00:00","2","0000","0000","560253","統一純喫茶-綠茶  650ml/盒","650ml/盒","4710088639790","15","冷藏課","5","97.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0","41.9","0","0","2.0","41.9","0.0","0.0","0","0","0","0"
"17","台東店","2022-10-03 00:00:00","2","0000","0000","110325","LK永冠多層次事務背包 黑","高46×寬30×深19cm/26L","4716725612362","39","戶外休閒","0","0","0","0","-1","-580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","0","0","0","0"
"7","台南店","2022-10-03 00:00:00","2","0000","0000","668361","每日C100%綜合蔬果汁310ml","310ml","4710063414534","15","冷藏課","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0","90.47","0","0","3.0","90.47","0.0","0.0","0","0","0","0"
"30","碧潭店","2022-10-03 00:00:00","2","0000","0000","967389","大醇豆原味豆漿 1857ml /瓶","1857ml","4710063336942","15","冷藏課","0","0","0","0","-1","-53.38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0","112.38","0","0","2.0","112.38","0.0","0.0","0","0","0","0"
"13","中壢店","2022-10-03 00:00:00","2","0000","0000","392210","勤億葉黃素是好蛋15入/盒","900g","4712202001278","15","冷藏課","72","10886.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0","708.0","0","0","4.0","708.0","0.0","0.0","0","0","0","0"
"1","平鎮店","2022-10-03 00:00:00","2","0000","0000","648420","統一營養強化高鈣牛乳 400ml*3盒/組","400ml*3盒/組","4710088823212","15","冷藏課","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0","237.15","0","0","3.0","237.15","0.0","0.0","0","0","0","0"
"13","中壢店","2022-10-03 00:00:00","2","0000","0000","512706","每日C果肉有感100%柳橙綜合果汁","800ml/瓶","4710063426612","15","冷藏課","16","973.92","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0","191.43","0","0","3.0","191.43","0.0","0.0","0","0","0","0"
"17","台東店","2022-10-03 00:00:00","2","0000","0000","881742","光泉茉莉茶園-金桔梅子綠茶600ml","600ml","4710105065236","15","冷藏課","4","86.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0","91.44","0","0","4.0","91.44","0.0","0.0","0","0","0","0"
"39","頭份店","2022-10-03 00:00:00","2","0000","0000","444588","福樂自然零優酪乳-蔓越莓  920ml/瓶","920ml/瓶","4710339003424","15","冷藏課","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0","232.4","0","0","4.0","232.4","0.0","0.0","0","0","0","0"
"10","土城店","2022-10-03 00:00:00","2","0000","0000","176013","LCA506活菌原味發酵乳 100mlx10/組","100mlx10瓶/組","4710063336348","15","冷藏課","7","377.79","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0","57.14","0","0","1.0","57.14","0.0","0.0","0","0","0","0"
