"272294","23","712","60","36","OPS$FB11","Hello Betty蒟蒻條300G/包","","300公克","1","0","1","1","包","1","20","32.8","1","1","0","1","42","1","0","Y","1","N","N","N","0","Y","Y","Y","","365","243","","","40","","N","Y","","1998-10-22 00:00:00","2022-10-12 00:00:00","ahki02","4.0","100g","","","","1998-10-22 00:00:00","N","931","","","","","","","","","","","5061","0"
"219670","12","8667","5","7","OPS$FB10","紐西蘭玫瑰富士蘋果(約220克+-5%)/","","#80 220克/粒 70%","11","0","1","1","粒","1","1","20.0","0","1","0","8","25","0","2","N","1","N","N","N","3","N","Y","Y","","0","","","","","紐西蘭玫瑰富士蘋果(約220","Y","N","","2000-01-29 00:00:00","2022-10-12 00:00:00","ahki01","1.0","粒","","","1","2000-01-29 00:00:00","N","","","","","","","","","","","","8667","0"
"15378","11","4450","325","2","OPS$FB01","有機小白菜 250g/袋","","250g/袋","1","0","1","1","袋","1","1","30.0","0","1","0","8","40","0","2","N","1","N","N","N","3","N","Y","Y","","0","","","","","有機小白菜 250克/袋","Y","N","","2002-01-09 00:00:00","2022-10-12 00:00:00","ahki01","2.5","100g","","","1","2002-01-09 00:00:00","N","","","","","","","","","","","","4450","0"
"732888","15","8761","23","1","OPS$FB04","總統牌較低脂切片乾酪200g/包","PRESIDENT Presilege Slices Cheese","200g","16","0","1","1","包","1","1","80.0","1","1","0","8","120","1","1","N","1","N","N","N","0","Y","Y","Y","","365","182","","","","","N","N","9/21到","2005-11-03 00:00:00","2022-10-12 00:00:00","ahki02","2.0","100g","","","2","2005-11-03 00:00:00","N","2826","","","","","","","","","","","8761","1"
"732901","15","8761","23","1","OPS$FB04","總統牌艾曼塔切片乳酪 200g/包","PRESIDENT Emmental Slices Cheese","200g","16","0","1","1","包","1","1","80.0","1","1","0","8","120","1","1","N","1","N","N","N","0","Y","Y","Y","","365","182","","","","","N","N","9/21到","2005-11-03 00:00:00","2022-10-12 00:00:00","ahki02","2.0","100g","","","2","2005-11-03 00:00:00","N","2826","","","","","","","","","","","8761","1"
"732914","15","8761","23","1","OPS$FB04","總統牌三明治切片乳酪 200g/包","PRESIDENT Cheddar Slices Cheese","200g","16","0","1","1","包","1","1","80.0","1","1","0","8","120","1","1","N","1","N","N","N","0","Y","Y","Y","","365","182","","","","","N","N","8/19","2005-11-03 00:00:00","2022-10-12 00:00:00","ahki02","2.0","100g","","","2","2005-11-03 00:00:00","N","2826","","","","","","","","","","","8761","1"
"732953","15","8761","23","1","OPS$FB04","總統牌漢堡切片乳酪 200g/包","PRESIDENT Hambutger Slices Cheese","200g","16","0","1","1","包","1","1","80.0","1","1","0","8","120","1","1","N","1","N","N","N","0","Y","Y","Y","","365","182","","","","","N","N","5/20","2005-11-03 00:00:00","2022-10-12 00:00:00","ahki02","2.0","100g","","","2","2005-11-03 00:00:00","N","2826","","","","","","","","","","","8761","1"
"975656","15","8761","23","6","OPS$FB04","總統牌動物性鮮奶油 1L/盒","President Uht Cream","1L/盒","16","0","1","1","罐","1","1","210.0","1","1","0","8","280","1","1","N","1","N","N","N","0","Y","Y","Y","","270","135","","","","","N","N","9/21到","2005-02-02 00:00:00","2022-10-12 00:00:00","ahki02","10.0","100ml","","","2","2005-02-02 00:00:00","N","2520","","","","","","","","","","","8761","1"
"980419","15","8761","23","5","OPS$FB04","總統牌無鹽拇指奶油條 100g/條","President Unsalted Finger Butter","100g","16","0","1","1","條","1","1","45.0","1","1","0","8","80","1","1","N","1","N","N","N","0","Y","Y","Y","","365","182","","","","","N","N","9/21到","2005-02-02 00:00:00","2022-10-12 00:00:00","ahki02","1.0","100g","","","2","2005-02-02 00:00:00","N","817","","","","","","","","","","","8761","1"
"51293","15","8761","23","5","OPS$FB04","總統牌無鹽奶油塊 200g/包","President Butter Samll Pack Unsal","200g","16","0","1","1","包","1","1","115.0","1","1","0","8","155","1","1","N","1","N","N","N","0","Y","Y","Y","","365","182","","","","","N","N","8/19","2008-04-30 00:00:00","2022-10-12 00:00:00","ahki02","2.0","100g","","","2","2008-04-30 00:00:00","N","817","","","","","","","","","","","8761","1"
"51315","15","8761","23","5","OPS$FB04","總統牌有鹽奶油塊 200g/包","President Butter Samll Pack Salte","200g","16","0","1","1","包","1","1","115.0","1","1","0","8","155","1","0","Y","1","N","N","N","0","Y","Y","Y","","365","182","","","","","N","N","8/19","2008-04-30 00:00:00","2022-10-12 00:00:00","ahki02","2.0","100g","","","2","2008-04-30 00:00:00","N","817","","","","","","","","","","","8761","1"
"51326","15","8761","23","5","OPS$FB04","總統牌無鹽奶油盒 250g/盒","President Butter Tub Unsalted","250g","16","0","1","1","盒","1","1","145.0","1","1","0","8","200","1","1","N","1","N","N","N","0","Y","Y","Y","","365","182","","","","","N","N","9/21到","2008-04-30 00:00:00","2022-10-12 00:00:00","ahki02","2.5","100g","","","2","2008-04-30 00:00:00","N","817","","","","","","","","","","","8761","1"
