"930642","097855074027","2022-10-11 00:00:00"
"111831","4718074260775","2022-10-11 00:00:00"
"111834","4714379955446","2022-10-11 00:00:00"
"111846","4711064650785","2022-10-11 00:00:00"
"111849","4711064650761","2022-10-11 00:00:00"
"111885","4711064650747","2022-10-11 00:00:00"
"111894","4983771170003","2022-10-11 00:00:00"
"111897","4983771169298","2022-10-11 00:00:00"
"111900","4983771103124","2022-10-11 00:00:00"
"111909","4983771097256","2022-10-11 00:00:00"
"111951","4983771097249","2022-10-11 00:00:00"
"111954","4711064650129","2022-10-11 00:00:00"
"111960","4712966687701","2022-10-11 00:00:00"
"111963","4712966688517","2022-10-11 00:00:00"
"111966","4710945603278","2022-10-11 00:00:00"
"111972","4713014540719","2022-10-11 00:00:00"
"111978","4713014540726","2022-10-11 00:00:00"
"111984","4710582660191","2022-10-11 00:00:00"
"112156","4710582660139","2022-10-11 00:00:00"
"112158","4711061633125","2022-10-11 00:00:00"
"113509","4718074200467","2022-10-11 00:00:00"
"113880","4711299150333","2022-10-11 00:00:00"
"114096","4711299150340","2022-10-11 00:00:00"
"114712","4711299150357","2022-10-11 00:00:00"
"115800","4718060386915","2022-10-11 00:00:00"
"116571","4718060386939","2022-10-11 00:00:00"
"117161","4718060420794","2022-10-11 00:00:00"
"117273","4718060386991","2022-10-11 00:00:00"
"117630","4718060387035","2022-10-11 00:00:00"
"118422","4718018245554","2022-10-11 00:00:00"
"119037","4713014450032","2022-10-11 00:00:00"
"119055","4713014450049","2022-10-11 00:00:00"
"120055","4711203670049","2022-10-11 00:00:00"
"121385","4710970808938","2022-10-11 00:00:00"
"121418","4710970809188","2022-10-11 00:00:00"
"121451","4710970776077","2022-10-11 00:00:00"
"121968","4710970683337","2022-10-11 00:00:00"
"126401","4715982123857","2022-10-11 00:00:00"
"128726","4715982124748","2022-10-11 00:00:00"
"129116","4715982124755","2022-10-11 00:00:00"
"129316","4715982124779","2022-10-11 00:00:00"
"129376","4715982123864","2022-10-11 00:00:00"
"129516","4715982124762","2022-10-11 00:00:00"
"129522","4715982124793","2022-10-11 00:00:00"
"129924","4715982123871","2022-10-11 00:00:00"
"130101","4715982124786","2022-10-11 00:00:00"
"130110","4983771147111","2022-10-11 00:00:00"
"130438","8887549814693","2022-10-11 00:00:00"
"132279","8887549814730","2022-10-11 00:00:00"
"791361","4580181853085","2022-10-12 00:00:00"
"174954","8005286019427","2022-10-12 00:00:00"
"111039","4711121125140","2022-10-12 00:00:00"
"124397","4711121113697","2022-10-12 00:00:00"
"761532","097855100641","2022-10-12 00:00:00"
"762948","097855100658","2022-10-12 00:00:00"
